"id","hs_dip","ethnicity","age","gender","clubmemb","residency","oc","founda","visitlib","med","per","fin","ft_pt","attendance","week4_test","first_sem","attend_disc","first_sem_disc","week4_test_disc","age_disc","startweek","endweek","drops"
6556,1,"1",29,"2",2,"3","no","no",4,0,0,0,"ft",0.875869535930404,0.612732227202621,0.37179581268759,"good","fail","pass","millenn",1,156,0
6557,4,"3",42,"1",2,"1","no","no",5,0,0,0,"pt",0.951618404043076,0.603281472799438,0.69439675755067,"good","pass","pass","geny",1,66,1
6558,4,"1",31,"2",2,"2","no","no",0,0,0,0,"ft",0.960535320480374,0.459554362460538,0.535071770428161,"good","pass","fail","millenn",1,13,1
6559,2,"1",34,"2",2,"3","yes","no",4,0,0,0,"ft",0.860765957774044,0.680554093733453,0.868111725483614,"good","dist","pass","millenn",1,26,1
6560,2,"2",20,"1",0,"1","no","no",7,0,0,0,"ft",0.47595710233603,0.716419786909121,0.891645019496511,"poor","dist","pass","genz",1,156,0
6561,4,"1",23,"2",2,"1","no","yes",5,2,0,0,"ft",0.409651855716175,0.710415972746714,0.253674293274359,"poor","fail","pass","millenn",1,156,0
6562,3,"5",22,"2",0,"1","no","no",0,0,0,0,"pt",0.919810646901036,0.633869073567115,0.531483881943347,"good","pass","pass","millenn",1,156,0
6563,2,"1",29,"2",0,"1","yes","no",4,0,0,0,"ft",0.76876400529656,0.647833500147111,0.807315018161847,"good","dist","pass","millenn",1,156,0
6564,4,"1",39,"2",2,"1","no","no",7,0,0,0,"pt",0.999312066943981,0.8071858903977,0.976616462753971,"good","dist","dist","geny",1,29,1
6565,1,"4",28,"2",2,"3","yes","no",0,0,0,0,"ft",0.998206387326199,0.525984801342343,0.260924876739039,"good","fail","pass","millenn",1,156,0
6566,2,"2",21,"1",0,"1","yes","no",0,0,0,0,"pt",0.98739484868649,0.497186736968653,0.687659053148821,"good","pass","fail","millenn",1,156,0
6567,4,"3",17,"2",0,"3","yes","no",0,0,0,0,"ft",0.949939127366128,0.481032115953273,0.565040063519584,"good","pass","fail","genz",1,156,0
6568,4,"5",30,"1",2,"3","yes","yes",0,0,0,0,"ft",0.888325874924914,0.582747976954755,0.876730587355683,"good","dist","pass","millenn",1,40,1
6569,3,"1",24,"1",1,"1","no","no",4,0,0,0,"ft",0.987499613330303,0.759832230858374,0.218761321762349,"good","fail","dist","millenn",1,151,1
6570,4,"4",24,"2",0,"1","no","no",7,1,0,0,"pt",0.873684232026504,0.753142068491417,0.663603309668366,"good","pass","dist","millenn",1,156,0
6571,4,"3",31,"1",0,"1","no","no",1,0,0,2,"pt",0.949340187836528,0.618841132993262,0.643230374798592,"good","pass","pass","millenn",1,156,0
6572,2,"4",27,"1",2,"2","no","no",3,0,0,1,"ft",0.929144331134998,0.664342158625462,0.768818956027054,"good","dist","pass","millenn",1,156,0
6573,2,"3",25,"2",0,"1","no","no",0,1,0,0,"ft",0.55697234949744,0.449110603934864,0.728892480254263,"ok","pass","fail","millenn",1,118,1
6574,2,"1",33,"1",0,"3","yes","no",1,0,0,0,"ft",0.902903086025057,0.540976134727062,0.768634680133561,"good","dist","pass","millenn",1,156,0
6575,2,"1",31,"1",3,"1","no","no",0,0,0,0,"pt",0.880330398924721,0.580908560487209,0.156905907557653,"good","fail","pass","millenn",1,156,0
6576,3,"2",25,"1",2,"1","no","no",6,0,0,0,"ft",0.969319678437093,0.796150607849668,0.839768107284144,"good","dist","dist","millenn",1,156,0
6577,4,"3",30,"1",1,"1","no","yes",0,0,0,0,"ft",0.794448060906444,0.469057737986994,0.553026062266776,"good","pass","fail","millenn",1,26,1
6578,1,"1",39,"2",0,"1","no","no",0,0,0,0,"ft",0.996732437301804,0.434365620718728,0.744383499894071,"good","pass","fail","geny",1,156,0
6579,2,"3",22,"1",2,"1","yes","no",1,0,0,0,"ft",0.98498939965259,0.661718506147778,0.344911512896302,"good","fail","pass","millenn",1,17,1
6580,2,"5",18,"3",2,"3","no","no",4,0,0,0,"ft",0.905212369316508,0.618810307942616,0.758468496668588,"good","dist","pass","genz",1,156,0
6581,2,"1",20,"1",0,"1","no","no",0,0,0,0,"ft",0.980260568695228,0.403645516614189,0.522382201250104,"good","pass","fail","genz",1,156,0
6582,2,"1",27,"2",2,"1","no","no",1,0,0,0,"ft",0.467960829539971,0.355882858458987,0.502836255217687,"poor","pass","fail","millenn",1,156,0
6583,4,"1",19,"1",0,"1","no","no",0,0,0,0,"ft",0.962810552097989,0.571637221461032,0.806414052808871,"good","dist","pass","genz",1,156,0
6584,2,"1",29,"2",1,"3","yes","no",4,0,0,0,"ft",0.963634425860653,0.688231180376606,0.465433107340813,"good","fail","pass","millenn",1,156,0
6585,4,"3",29,"1",2,"1","no","no",3,0,0,0,"pt",0.698606911632569,0.477192482770386,0.452292371027456,"ok","fail","fail","millenn",1,141,1
6586,2,"1",24,"2",0,"1","no","no",0,0,0,0,"pt",0.953786947435591,0.572351044516559,0.888032777431083,"good","dist","pass","millenn",1,66,1
6587,2,"1",20,"2",2,"1","no","no",4,0,0,0,"pt",0.898320253578624,0.724221130533027,0.883304271798295,"good","dist","pass","genz",1,156,0
6588,2,"2",17,"2",2,"2","yes","no",5,0,0,0,"ft",0.915963474076434,0.716485963789974,0.743580023737754,"good","pass","pass","genz",1,156,0
6589,1,"1",22,"1",0,"3","yes","no",0,0,0,0,"ft",0.892109545153122,0.497916765727294,0.818231026352514,"good","dist","fail","millenn",1,156,0
6590,4,"3",21,"2",3,"1","no","yes",7,0,0,0,"ft",0.963894794736704,0.820435412181631,0.96487216902067,"good","dist","dist","millenn",1,156,0
6591,1,"3",26,"1",2,"1","no","no",0,0,3,0,"pt",0.987951258770314,0.471215730094429,0.888940008353644,"good","dist","fail","millenn",1,148,1
6592,2,"1",29,"1",2,"1","yes","no",1,0,0,0,"pt",0.959319531634624,0.631168982933616,0.972431864844154,"good","dist","pass","millenn",1,156,0
6593,2,"1",25,"1",0,"1","no","no",6,0,0,0,"ft",0.793045060877446,0.752652683329282,0.659238035231612,"good","pass","dist","millenn",1,156,0
6594,3,"5",17,"2",3,"1","no","no",3,0,0,0,"ft",0.76545715053384,0.667053764498245,0.737571924126155,"good","pass","pass","genz",1,156,0
6595,4,"1",17,"2",0,"1","no","no",0,0,0,0,"ft",0.914820372632504,0.582973599974767,0.477044799547291,"good","fail","pass","genz",1,156,0
6596,3,"5",22,"1",0,"1","no","no",4,0,0,0,"ft",0.823409583740055,0.806462936252264,0.934331254628428,"good","dist","dist","millenn",1,79,1
6597,2,"2",38,"1",0,"1","no","no",0,0,0,4,"pt",0.960079242001319,0.590472877217761,0.477730913727391,"good","fail","pass","geny",1,156,0
6598,3,"1",33,"2",0,"1","no","no",7,0,0,0,"ft",0.747279203046323,0.758348211262345,0.726044628352601,"ok","pass","dist","millenn",1,156,0
6599,2,"2",22,"2",0,"1","no","no",7,0,0,0,"pt",0.769744323980955,0.828021039216222,0.369663807114543,"good","fail","dist","millenn",1,156,0
6600,2,"1",31,"1",0,"2","no","no",2,0,0,0,"ft",0.948334536814712,0.591453641311236,0.936355476658507,"good","dist","pass","millenn",1,156,0
6601,3,"1",21,"1",0,"2","yes","no",5,0,0,0,"ft",0.933675596378862,0.657158494603836,0.890221781231106,"good","dist","pass","millenn",1,156,0
6602,3,"1",21,"1",2,"1","no","no",2,0,3,0,"pt",0.219859161432647,0.448851508690824,0.119026897006675,"poor","fail","fail","millenn",1,156,0
6603,4,"1",29,"2",0,"1","no","no",8,0,0,0,"pt",0.901255542980458,0.904835737975289,0.462224708235834,"good","fail","dist","millenn",1,156,0
6604,4,"1",30,"2",3,"1","no","no",0,2,0,0,"pt",0.0980046606895256,0.27572152712648,0.0205977798399443,"poor","fail","fail","millenn",1,156,0
6605,5,"5",24,"1",1,"1","no","yes",3,0,0,0,"pt",0.925558216943353,0.589318926663523,0.443181389374863,"good","fail","pass","millenn",1,118,1
6606,3,"1",23,"3",0,"1","no","no",2,0,0,0,"pt",0.707888725054936,0.485982005503383,0.437972661236348,"ok","fail","fail","millenn",1,156,0
6607,3,"3",28,"2",2,"1","no","no",4,0,0,0,"pt",0.611126453786411,0.583418532219709,0.800683276797868,"ok","dist","pass","millenn",1,156,0
6608,2,"1",25,"2",0,"1","yes","no",0,0,0,0,"ft",0.61673216085791,0.410967088612392,0.514808784021216,"ok","pass","fail","millenn",1,156,0
6609,3,"1",24,"2",0,"1","no","no",4,0,0,0,"ft",0.653244276515814,0.595144339836589,0.852547025919394,"ok","dist","pass","millenn",1,156,0
6610,2,"1",25,"2",0,"1","no","no",6,0,0,0,"pt",0.651959637161258,0.772756832889841,0.94732714127609,"ok","dist","dist","millenn",1,40,1
6611,2,"1",41,"2",2,"1","yes","no",0,0,0,0,"ft",0.982645412041671,0.577867779047741,0.82030997873566,"good","dist","pass","geny",1,156,0
6612,3,"1",28,"2",0,"1","yes","no",3,0,0,0,"ft",0.775858482238321,0.680031738169784,0.810940692065738,"good","dist","pass","millenn",1,156,0
6613,3,"1",31,"2",3,"1","no","no",2,0,0,0,"ft",0.984127027569561,0.593344736302983,0.760992986192081,"good","dist","pass","millenn",1,156,0
6614,2,"2",26,"1",0,"1","no","no",1,0,0,0,"ft",0.506158778310552,0.461193934481362,0.457833017228563,"ok","fail","fail","millenn",1,55,1
6615,4,"1",32,"2",0,"1","no","yes",5,0,0,0,"pt",0.731210258393775,0.738111848795173,0.764011481778442,"ok","dist","pass","millenn",1,156,0
6616,5,"1",36,"2",3,"1","no","no",2,0,0,0,"ft",0.897853917387735,0.695165526395947,0.289285466335708,"good","fail","pass","geny",1,15,1
6617,4,"1",23,"1",0,"3","yes","no",6,0,0,0,"ft",0.92814536151108,0.806180715316885,0.431625242766079,"good","fail","dist","millenn",1,89,1
6618,5,"2",26,"1",1,"1","no","yes",2,0,0,0,"pt",0.754828743259304,0.520141218745687,0.555863559766433,"good","pass","pass","millenn",1,156,0
6619,4,"1",23,"2",2,"1","no","yes",2,0,0,0,"ft",0.816119806966071,0.610829704178628,0.186435069838949,"good","fail","pass","millenn",1,156,0
6620,2,"1",27,"2",0,"3","yes","no",0,0,0,0,"ft",0.999218213001841,0.485762739705946,0.289067239894103,"good","fail","fail","millenn",1,156,0
6621,1,"1",25,"2",0,"1","no","no",11,0,0,0,"ft",0.712579197873113,0.861760160209708,0.835800080147378,"ok","dist","dist","millenn",1,156,0
6622,2,"3",29,"1",2,"3","yes","no",3,0,0,0,"ft",0.767971916870707,0.591567044878091,0.839676143286128,"good","dist","pass","millenn",1,156,0
6623,2,"1",27,"1",0,"2","yes","no",8,1,0,0,"ft",0.979097074879589,0.868770492384521,0.884855739811626,"good","dist","dist","millenn",1,156,0
6624,5,"2",23,"1",0,"1","yes","yes",4,0,0,0,"ft",0.868592671946707,0.797605135085058,0.611043493327785,"good","pass","dist","millenn",1,156,0
6625,4,"3",17,"1",0,"3","no","no",3,0,0,0,"ft",0.93984274644873,0.602134595599981,0.7500205306158,"good","dist","pass","genz",1,156,0
6626,2,"1",28,"1",2,"1","yes","no",1,1,0,1,"ft",0.524222213581966,0.571564566161231,0.666451142081821,"ok","pass","pass","millenn",1,156,0
6627,3,"1",21,"1",0,"1","no","no",2,0,0,0,"pt",0.929135894394468,0.588673638759954,0.427876856850954,"good","fail","pass","millenn",1,156,0
6628,2,"1",26,"3",2,"1","no","no",2,0,0,0,"pt",0.99918577730053,0.507667035369548,0.695655937091496,"good","pass","pass","millenn",1,156,0
6629,5,"1",28,"2",3,"3","yes","no",6,0,0,0,"ft",0.914438705505013,0.749252627698222,0.105506440279517,"good","fail","pass","millenn",1,156,0
6630,3,"1",17,"2",2,"3","yes","no",8,0,0,0,"ft",0.930638210374467,0.833139523843733,0.867001220657663,"good","dist","dist","genz",1,66,1
6631,2,"1",23,"2",0,"1","no","no",3,2,0,0,"ft",0.902756615162455,0.647421048778107,0.576071155106217,"good","pass","pass","millenn",1,156,0
6632,3,"5",27,"2",2,"1","no","no",0,0,0,0,"ft",0.918310661412118,0.509950158697477,0.43416092697671,"good","fail","pass","millenn",1,156,0
6633,4,"1",28,"2",0,"1","no","yes",3,0,0,0,"pt",0.953319350431784,0.681015575270058,0.5848491494265,"good","pass","pass","millenn",1,77,1
6634,3,"1",22,"2",2,"1","no","no",0,0,0,3,"pt",0.856924785854553,0.62897594042305,0.385644424297527,"good","fail","pass","millenn",1,13,1
6635,3,"1",30,"2",2,"1","no","no",5,0,0,0,"ft",0.541312221964314,0.74188658105261,0.561285699306186,"ok","pass","pass","millenn",1,31,1
6636,4,"1",20,"2",2,"1","no","no",5,0,0,0,"pt",0.978134997873979,0.722085473411586,0.935092107440289,"good","dist","pass","genz",1,66,1
6637,2,"1",25,"2",0,"1","no","no",0,0,0,0,"ft",0.770905821306482,0.413449795486024,0.679556423176666,"good","pass","fail","millenn",1,156,0
6638,4,"2",27,"1",2,"1","no","no",0,0,0,0,"pt",0.70791107521945,0.441094648842199,0.294954527555986,"ok","fail","fail","millenn",1,118,1
6639,5,"1",36,"2",0,"1","no","no",5,0,0,0,"pt",0.566398573961573,0.641728928287457,0.464327825671368,"ok","fail","pass","geny",1,131,1
6640,2,"1",23,"2",0,"1","no","no",2,0,0,0,"pt",0.843776731701046,0.518232407590036,0.857661102588046,"good","dist","pass","millenn",1,156,0
6641,3,"1",22,"1",0,"1","yes","no",0,0,0,0,"pt",0.888032303236781,0.530536513096669,0.826761579522243,"good","dist","pass","millenn",1,156,0
6642,2,"3",26,"1",0,"3","yes","no",9,0,0,0,"ft",0.923625782574808,0.791586902659816,0.863914207125025,"good","dist","dist","millenn",1,156,0
6643,2,"1",28,"2",0,"3","yes","no",9,0,0,0,"ft",0.954691769791796,0.835565110763899,0.808461178627801,"good","dist","dist","millenn",1,156,0
6644,3,"1",34,"1",2,"1","no","no",3,0,0,0,"ft",0.868182581674351,0.559268366316368,0.293849560979224,"good","fail","pass","millenn",1,156,0
6645,3,"1",35,"1",0,"1","no","no",6,0,0,0,"pt",0.848678846559551,0.78597256485048,0.428329559346995,"good","fail","dist","geny",1,13,1
6646,2,"1",24,"1",3,"1","no","no",0,0,0,0,"pt",0.450987775185815,0.435380999656526,0.503372564084346,"poor","pass","fail","millenn",1,88,1
6647,3,"3",23,"1",0,"1","no","no",5,0,0,0,"pt",0.957352865583811,0.699155269616452,0.984725410167631,"good","dist","pass","millenn",1,145,1
6648,2,"1",22,"2",0,"1","no","no",7,0,0,0,"pt",0.990521244748756,0.836438025632001,0.849810040435168,"good","dist","dist","millenn",1,156,0
6649,3,"1",24,"1",0,"1","yes","no",5,0,0,0,"ft",0.641944818482346,0.667243831491863,0.307928461992318,"ok","fail","pass","millenn",1,156,0
6650,2,"1",26,"2",0,"3","yes","no",5,0,0,0,"ft",0.980669873042525,0.650478501059444,0.757128296170535,"good","dist","pass","millenn",1,156,0
6651,3,"1",27,"1",0,"1","yes","no",0,0,0,0,"ft",0.89753959108516,0.537104951915898,0.514729822190191,"good","pass","pass","millenn",1,156,0
6652,2,"2",26,"1",0,"3","no","no",6,0,0,0,"ft",0.899427549439324,0.802947388551038,0.531850982324608,"good","pass","dist","millenn",1,156,0
6653,3,"1",22,"1",0,"1","no","no",6,0,0,0,"ft",0.81229796347117,0.751203431673347,0.129362111932499,"good","fail","dist","millenn",1,21,1
6654,5,"1",20,"1",0,"1","no","no",7,0,3,0,"pt",0.290006859520725,0.817312682470318,0.134400263458183,"poor","fail","dist","genz",1,118,1
6655,4,"1",21,"2",0,"2","yes","no",7,0,0,0,"ft",0.895373630314965,0.85744587048077,0.63613200695439,"good","pass","dist","millenn",1,156,0
6656,2,"1",22,"1",3,"1","no","no",6,0,0,0,"pt",0.676405040391303,0.699621281530981,0.223442706134499,"ok","fail","pass","millenn",1,156,0
6657,4,"1",26,"2",0,"3","no","no",2,0,0,0,"ft",0.919514452291789,0.621032085191618,0.341554926501436,"good","fail","pass","millenn",1,156,0
6658,1,"1",31,"2",0,"3","yes","no",5,0,0,1,"ft",0.924704419842909,0.713899999672916,0.553025859217642,"good","pass","pass","millenn",1,156,0
6659,5,"3",23,"2",0,"1","yes","yes",0,0,0,2,"pt",0.983475890414833,0.473956234751615,0.113957543230899,"good","fail","fail","millenn",1,130,1
6660,4,"2",18,"2",1,"1","no","no",2,0,0,0,"ft",0.875550913084627,0.519169720372394,0.146466752955277,"good","fail","pass","genz",1,66,1
6661,2,"1",30,"4",1,"1","no","no",0,0,0,0,"pt",0.975373763049579,0.582112488202971,0.807098948666604,"good","dist","pass","millenn",1,156,0
6662,3,"1",23,"1",0,"1","no","no",2,0,0,0,"ft",0.974992731479227,0.558955778755975,0.168439161016346,"good","fail","pass","millenn",1,92,1
6663,4,"1",26,"2",0,"1","yes","no",0,1,0,0,"pt",7.05364355357891e-12,0.237289177954934,0.0463705064753191,"poor","fail","fail","millenn",1,156,0
6664,3,"1",29,"1",2,"1","no","no",4,0,0,0,"pt",0.761129202558792,0.601461054130488,0.848587297042218,"good","dist","pass","millenn",1,156,0
6665,2,"3",29,"2",3,"1","no","no",0,0,0,0,"pt",0.712037349809967,0.397583243946231,0.739677659545363,"ok","pass","fail","millenn",1,156,0
6666,3,"3",30,"2",0,"1","no","no",4,0,0,0,"pt",0.821429474075249,0.650288969621823,0.562263761041581,"good","pass","pass","millenn",1,156,0
6667,2,"2",48,"1",3,"1","no","no",0,0,0,0,"pt",0.962189979218697,0.520359822308504,0.34926284460391,"good","fail","pass","geny",1,13,1
6668,2,"1",27,"2",2,"3","no","no",4,0,0,0,"ft",0.864280794397043,0.675148061224498,0.870426986776763,"good","dist","pass","millenn",1,156,0
6669,5,"1",22,"1",2,"3","yes","yes",7,0,0,0,"ft",0.714848217383382,0.861409893525416,0.491178785454996,"ok","fail","dist","millenn",1,156,0
6670,1,"3",26,"2",0,"1","yes","no",0,0,0,0,"pt",0.719091858228007,0.56068860569257,0.610558077604943,"ok","pass","pass","millenn",1,131,1
6671,4,"1",20,"2",0,"2","yes","no",2,0,0,0,"ft",0.97205850464012,0.632888394165472,0.656063530413538,"good","pass","pass","genz",1,156,0
6672,4,"1",32,"2",0,"1","no","yes",2,0,0,0,"ft",0.924618627405013,0.691696385695893,0.913217687951838,"good","dist","pass","millenn",1,156,0
6673,3,"1",26,"1",0,"1","no","no",0,0,0,0,"ft",0.932953643840861,0.483882984110206,0.558365428459204,"good","pass","fail","millenn",1,156,0
6674,3,"1",21,"1",0,"1","no","no",0,0,0,0,"ft",0.657025229288408,0.49624666798165,0.580593457676543,"ok","pass","fail","millenn",1,156,0
6675,3,"1",22,"2",0,"3","yes","no",4,0,0,0,"ft",0.981222575323331,0.6870206414984,0.818227103010397,"good","dist","pass","millenn",1,156,0
6676,2,"2",30,"2",2,"3","yes","no",0,0,0,0,"ft",0.969632191698718,0.460438167102066,0.953458969281074,"good","dist","fail","millenn",1,37,1
6677,2,"1",20,"2",2,"3","yes","no",0,1,0,0,"ft",0.933829558975555,0.456134804846063,0.324891583222685,"good","fail","fail","genz",1,156,0
6678,4,"1",35,"1",3,"3","yes","no",0,0,0,0,"ft",0.840769316008899,0.455894179603037,0.745022327830818,"good","pass","fail","geny",1,40,1
6679,3,"2",27,"2",0,"1","no","no",2,0,0,0,"pt",0.667199634629355,0.443005589744209,0.503259479788628,"ok","pass","fail","millenn",1,40,1
6680,3,"1",34,"1",2,"3","no","no",0,0,0,0,"ft",0.968398312958603,0.420060049136719,0.91442671121778,"good","dist","fail","millenn",1,156,0
6681,5,"1",42,"2",2,"1","no","yes",6,2,0,0,"pt",0.612826966093865,0.675091574780578,0.132110490562201,"ok","fail","pass","geny",1,156,0
6682,2,"2",29,"1",0,"3","yes","no",0,0,0,2,"ft",0.921151367704511,0.518410937326038,0.589166536839966,"good","pass","pass","millenn",1,156,0
6683,3,"1",24,"1",0,"1","no","no",0,0,0,0,"ft",0.931423024720553,0.423497335880218,0.378091827232129,"good","fail","fail","millenn",1,156,0
6684,4,"5",21,"2",2,"3","yes","yes",0,0,0,0,"ft",0.973355978827392,0.610067714573769,0.847945362916833,"good","dist","pass","millenn",1,93,1
6685,5,"1",17,"2",0,"1","no","no",5,0,0,0,"ft",0.944483973694873,0.742773319154169,0.681365194148696,"good","pass","pass","genz",1,13,1
6686,1,"1",36,"2",3,"1","no","no",5,0,0,0,"pt",0.944889242486328,0.648549585364177,0.897431851095993,"good","dist","pass","geny",1,79,1
6687,2,"3",32,"2",0,"1","yes","no",0,0,0,0,"ft",0.951269702911083,0.503032133179407,0.595767974914909,"good","pass","pass","millenn",1,26,1
6688,3,"1",28,"2",1,"3","yes","no",3,0,0,0,"ft",0.766012578047955,0.536262142214692,0.470623440865644,"good","fail","pass","millenn",1,156,0
6689,4,"1",31,"1",0,"1","no","yes",4,2,0,0,"ft",0.724544575708075,0.762267538517423,0.50688459675883,"ok","pass","dist","millenn",1,156,0
6690,5,"3",20,"1",0,"1","no","yes",5,0,0,0,"pt",0.934664977740075,0.688134754310278,0.629207494409494,"good","pass","pass","genz",1,156,0
6691,2,"1",18,"1",0,"1","yes","no",0,2,0,0,"ft",0.36853637786751,0.354456569078649,0.466128695012246,"poor","fail","fail","genz",1,156,0
6692,5,"2",32,"2",2,"3","no","yes",3,0,0,2,"ft",0.989781588596423,0.578640824099439,0.558651340913609,"good","pass","pass","millenn",1,26,1
6693,4,"1",22,"1",0,"3","no","no",9,0,0,0,"ft",0.859045951317263,0.885179294111005,0.941349986816531,"good","dist","dist","millenn",1,156,0
6694,2,"3",30,"2",2,"1","no","no",4,0,0,0,"pt",0.995784383012275,0.716425187085,0.886393095406799,"good","dist","pass","millenn",1,156,0
6695,4,"1",27,"2",0,"1","no","no",4,0,0,0,"ft",0.837462671143128,0.706357733504072,0.232357409329119,"good","fail","pass","millenn",1,156,0
6696,3,"2",19,"2",0,"2","yes","no",4,0,0,0,"ft",0.99669932079343,0.661144226927869,0.569135995666476,"good","pass","pass","genz",1,7,1
6697,2,"3",24,"2",0,"1","no","no",4,0,0,0,"ft",0.905708707587859,0.6393038488815,0.737013968828495,"good","pass","pass","millenn",1,156,0
6698,2,"3",25,"1",0,"1","no","no",0,0,0,0,"ft",0.3006077294047,0.354982741158533,0.233283671710318,"poor","fail","fail","millenn",1,79,1
6699,4,"1",21,"1",0,"3","yes","no",2,0,0,0,"ft",0.963169380385321,0.565113901343569,0.793801330055022,"good","dist","pass","millenn",1,156,0
6700,1,"1",23,"1",2,"1","no","no",0,0,0,0,"pt",0.71068703109566,0.521803325072799,0.542387843268018,"ok","pass","pass","millenn",1,156,0
6701,4,"2",27,"1",2,"1","yes","no",4,0,0,2,"pt",0.83975492157841,0.592397618759944,0.318965540278316,"good","fail","pass","millenn",1,156,0
6702,4,"3",29,"2",2,"3","no","no",4,0,2,2,"ft",0.98052915379549,0.657206480779363,0.763996120691907,"good","dist","pass","millenn",1,156,0
6703,3,"1",26,"2",1,"3","no","no",2,0,0,0,"ft",0.959335336420082,0.539539653736437,0.568137861311251,"good","pass","pass","millenn",1,156,0
6704,4,"1",37,"2",0,"2","yes","no",5,0,2,0,"ft",0.974898033587776,0.729434959861916,0.606584415020758,"good","pass","pass","geny",1,156,0
6705,4,"1",25,"1",2,"1","no","yes",0,0,0,0,"ft",0.928554725161984,0.563968881484208,0.578275119819674,"good","pass","pass","millenn",1,79,1
6706,1,"3",31,"2",0,"1","no","no",6,0,0,0,"pt",0.938909044228555,0.814088217514359,0.719613348724026,"good","pass","dist","millenn",1,156,0
6707,1,"1",19,"1",0,"1","yes","no",5,0,0,0,"ft",0.996436280126448,0.645795276998627,0.904462057541088,"good","dist","pass","genz",1,156,0
6708,4,"1",24,"1",0,"3","yes","no",5,0,0,0,"ft",0.857886955081668,0.750622895051468,0.471391445018972,"good","fail","dist","millenn",1,156,0
6709,3,"1",29,"2",2,"1","no","no",0,0,1,0,"pt",0.560358368202645,0.379864417829035,0.541330943180766,"ok","pass","fail","millenn",1,18,1
6710,3,"1",20,"1",2,"1","no","no",1,0,0,1,"pt",0.750804259984635,0.612350698217107,0.391341384738837,"good","fail","pass","genz",1,156,0
6711,3,"1",19,"2",0,"1","no","no",3,0,0,0,"ft",0.719385941227689,0.679747901501073,0.45263942551748,"ok","fail","pass","genz",1,145,1
6712,2,"1",26,"1",0,"1","yes","no",0,0,0,0,"ft",0.983624734174124,0.438580111760835,0.66971537962133,"good","pass","fail","millenn",1,156,0
6713,3,"1",31,"1",3,"3","no","no",0,0,0,0,"ft",0.90520618673662,0.463327887535289,0.496580097216667,"good","fail","fail","millenn",1,40,1
6714,5,"1",31,"2",0,"1","no","no",8,0,0,0,"pt",0.995891961275873,0.880882568607048,0.933790556455762,"good","dist","dist","millenn",1,118,1
6715,3,"1",30,"1",0,"1","yes","no",4,0,0,0,"pt",0.90236182993425,0.679614862167611,0.768691059542199,"good","dist","pass","millenn",1,152,1
6716,2,"1",21,"2",0,"1","no","no",2,0,0,1,"ft",0.760806076942647,0.637508998410282,0.324034507165094,"good","fail","pass","millenn",1,156,0
6717,3,"5",24,"2",2,"3","yes","no",0,0,0,0,"ft",0.861668488202738,0.495624110219552,0.685113539153794,"good","pass","fail","millenn",1,156,0
6718,3,"1",28,"2",2,"1","no","no",2,0,1,0,"pt",0.514657657388245,0.615037932732691,0.225713460937499,"ok","fail","pass","millenn",1,13,1
6719,3,"1",25,"1",2,"1","no","no",0,0,0,0,"ft",0.964218290831449,0.524337346801585,0.713926456129218,"good","pass","pass","millenn",1,156,0
6720,3,"2",27,"2",0,"1","no","no",0,0,0,0,"pt",0.599278104940834,0.489641664062348,0.631082927158422,"ok","pass","fail","millenn",1,40,1
6721,2,"2",20,"1",2,"1","no","no",5,0,0,0,"pt",0.640927218622017,0.738309827208634,0.40226953146046,"ok","fail","pass","genz",1,156,0
6722,3,"3",27,"1",3,"1","no","no",5,0,0,0,"ft",0.803135713951655,0.600341147980551,0.861973376991312,"good","dist","pass","millenn",1,156,0
6723,2,"1",48,"2",0,"1","no","no",0,0,0,0,"ft",0.975005369142795,0.48491184460516,0.924938262622214,"good","dist","fail","geny",1,32,1
6724,2,"1",28,"1",3,"1","no","no",5,0,0,0,"ft",0.839916834441984,0.720998662019704,0.920273111892198,"good","dist","pass","millenn",1,156,0
6725,2,"1",20,"1",0,"1","no","no",0,0,0,0,"pt",0.996751062385255,0.613483955009265,0.829014514309656,"good","dist","pass","genz",1,156,0
6726,4,"1",25,"1",0,"1","no","no",3,0,0,0,"ft",0.692168405330048,0.533456510342286,0.698139327473498,"ok","pass","pass","millenn",1,156,0
6727,2,"3",32,"1",0,"1","yes","no",0,0,0,0,"ft",0.801632437752238,0.477811018037935,0.805934250963942,"good","dist","fail","millenn",1,66,1
6728,1,"1",25,"2",0,"3","yes","no",5,0,0,0,"ft",0.957298426679804,0.723287081182816,0.853753315378517,"good","dist","pass","millenn",1,156,0
6729,5,"1",30,"1",2,"1","yes","no",1,0,5,0,"pt",0.911395952520196,0.430086366583689,0.290700487429796,"good","fail","fail","millenn",1,156,0
6730,2,"2",29,"2",2,"1","no","no",5,0,0,0,"pt",0.925909587947741,0.772980668199837,0.64979925540874,"good","pass","dist","millenn",1,156,0
6731,4,"5",21,"1",3,"1","no","no",4,0,0,0,"ft",0.985590072185282,0.693546909312045,0.731092783386474,"good","pass","pass","millenn",1,156,0
6732,2,"3",24,"1",0,"1","yes","no",0,0,0,0,"ft",0.675223896326929,0.471825319992969,0.597237068549493,"ok","pass","fail","millenn",1,26,1
6733,3,"1",24,"2",3,"1","no","no",3,0,0,0,"ft",0.913257360978863,0.670528651230329,0.766138959150487,"good","dist","pass","millenn",1,156,0
6734,2,"1",24,"3",1,"1","no","no",3,0,0,0,"pt",0.918708590419088,0.749383820585197,0.713065709306333,"good","pass","pass","millenn",1,156,0
